time,latitude,longitude,place
2020-05-19T10:01:31.010Z,35.9383316,-117.6760025,"21km E of Little Lake, CA"
2020-05-19T10:00:58.310Z,33.9073333,-117.2105,"3km SE of Moreno Valley, CA"
2020-05-19T10:00:19.347Z,-7.8294,107.9752,"10km SSW of Cipatujah Selatan, Indonesia"
2020-05-19T09:58:19.050Z,38.1932,-117.7638,"48km WNW of Tonopah, Nevada"
2020-05-19T09:57:38.340Z,38.181,-117.8062,"52km WNW of Tonopah, Nevada"
2020-05-19T09:55:50.890Z,34.02,-117.2303333,"4km SE of Loma Linda, CA"
2020-05-19T09:55:23.090Z,38.177,-117.9123,"61km WNW of Tonopah, Nevada"
2020-05-19T09:48:50.239Z,38.1368,-118.0631,"63km SE of Hawthorne, Nevada"
2020-05-19T09:47:53.790Z,38.1615,-117.7667,"48km WNW of Tonopah, Nevada"
2020-05-19T09:46:17.758Z,63.1443,-151.43,"113km NW of Talkeetna, Alaska"
2020-05-19T09:45:47.224Z,27.8533,129.5492,"57km S of Naze, Japan"
2020-05-19T09:45:15.580Z,38.1653,-117.9067,"60km W of Tonopah, Nevada"
2020-05-19T09:42:37.044Z,62.7902,-150.9402,"67km NW of Talkeetna, Alaska"
2020-05-19T09:41:16.570Z,38.1055,-117.6938,"40km W of Tonopah, Nevada"
2020-05-19T09:38:28.440Z,33.4956667,-116.7903333,"9km NE of Aguanga, CA"
2020-05-19T09:37:55.260Z,38.185,-117.8713,"57km WNW of Tonopah, Nevada"
2020-05-19T09:37:53.255Z,66.2891,-146.8934,"78km WSW of Fort Yukon, Alaska"
2020-05-19T09:35:14.200Z,38.1605,-117.9088,"60km W of Tonopah, Nevada"
2020-05-19T09:33:10.570Z,38.1463,-118.0773,"63km SE of Hawthorne, Nevada"
2020-05-19T09:32:23.080Z,37.6443329,-118.9278336,"5km E of Mammoth Lakes, CA"
2020-05-19T09:31:27.700Z,38.1492,-117.8805,"57km W of Tonopah, Nevada"
2020-05-19T09:24:45.005Z,34.1033,25.7248,"100km S of Ierapetra, Greece"
2020-05-19T09:24:28.160Z,38.233,-117.7813,"51km WNW of Tonopah, Nevada"
2020-05-19T09:20:11.675Z,38.1299,-118.0659,"65km SE of Hawthorne, Nevada"
2020-05-19T09:15:33.520Z,38.1458,-117.9283,"61km W of Tonopah, Nevada"
2020-05-19T09:12:30.660Z,19.8059998,-156.0506592,"11km NW of Kalaoa, Hawaii"
2020-05-19T09:11:56.020Z,38.1377,-118.0575,"65km SE of Hawthorne, Nevada"
2020-05-19T09:08:33.875Z,38.1782,-117.8017,"52km WNW of Tonopah, Nevada"
2020-05-19T09:07:43.530Z,19.2153339,-155.414505,"6km E of Pahala, Hawaii"
2020-05-19T09:05:26.470Z,38.252,-117.8478,"57km WNW of Tonopah, Nevada"
2020-05-19T08:59:27.585Z,38.1594,-117.9933,"67km SE of Hawthorne, Nevada"
2020-05-19T08:56:00.510Z,35.9585,-117.6621667,"22km E of Little Lake, CA"
2020-05-19T08:54:05.860Z,38.1518,-117.9302,"62km W of Tonopah, Nevada"
2020-05-19T08:53:01.170Z,38.1807,-117.7952,"51km WNW of Tonopah, Nevada"
2020-05-19T08:49:26.240Z,38.1998,-117.8192,"53km WNW of Tonopah, Nevada"
2020-05-19T08:42:59.111Z,34.1589,25.6047,"95km S of Ierapetra, Greece"
2020-05-19T08:41:09.810Z,38.2003,-117.8048,"52km WNW of Tonopah, Nevada"
2020-05-19T08:40:59.016Z,38.1655,-118.0075,"67km SE of Hawthorne, Nevada"
2020-05-19T08:39:54.010Z,38.1163,-117.8917,"58km W of Tonopah, Nevada"
2020-05-19T08:39:01.466Z,-20.9035,-178.4207,"40km SE of Ndoi Island, Fiji"
2020-05-19T08:33:05.690Z,37.3408,-117.605,"52km SW of Goldfield, Nevada"
2020-05-19T08:32:28.240Z,38.0265,-117.5955,"32km W of Tonopah, Nevada"
2020-05-19T08:28:33.540Z,38.1927,-117.7632,"48km WNW of Tonopah, Nevada"
2020-05-19T08:26:04.144Z,38.1447,-118.0344,"66km SE of Hawthorne, Nevada"
2020-05-19T08:24:52.170Z,38.1515,-117.9762,"66km W of Tonopah, Nevada"
2020-05-19T08:22:25.340Z,35.954,-117.375,"21km N of Searles Valley, CA"
2020-05-19T08:22:21.620Z,38.1403,-118.0183,"68km SE of Hawthorne, Nevada"
2020-05-19T08:19:40.390Z,38.1853,-117.7935,"51km WNW of Tonopah, Nevada"
2020-05-19T08:16:52.100Z,38.1825,-117.8567,"56km WNW of Tonopah, Nevada"
2020-05-19T08:15:07.500Z,38.142,-117.883,"57km W of Tonopah, Nevada"
2020-05-19T08:12:57.820Z,38.155,-117.9502,"63km W of Tonopah, Nevada"
2020-05-19T08:08:58.780Z,38.1555,-117.9377,"62km W of Tonopah, Nevada"
2020-05-19T08:06:45.510Z,38.7868347,-122.7438354,"2km NE of The Geysers, CA"
2020-05-19T08:06:12.710Z,38.223,-117.8357,"55km WNW of Tonopah, Nevada"
2020-05-19T08:05:55.230Z,38.1648,-117.8727,"57km W of Tonopah, Nevada"
2020-05-19T08:03:22.452Z,35.309,27.8425,"61km ESE of Karpathos, Greece"
2020-05-19T08:02:57.140Z,38.2277,-117.779,"51km WNW of Tonopah, Nevada"
2020-05-19T08:01:12.790Z,38.1737,-117.8773,"57km WNW of Tonopah, Nevada"
2020-05-19T07:57:35.340Z,34.2753333,-117.1733333,"3km NNE of Lake Arrowhead, CA"
2020-05-19T07:57:23.190Z,38.159,-117.858,"56km W of Tonopah, Nevada"
2020-05-19T07:57:06.699Z,66.2714,-157.2312,"72km SSW of Kobuk, Alaska"
2020-05-19T07:55:10.819Z,36.2362,137.7309,"16km WSW of Toyoshina, Japan"
2020-05-19T07:46:12.400Z,38.185,-117.7638,"48km WNW of Tonopah, Nevada"
2020-05-19T07:44:09.980Z,38.1235,-118.065,"66km SE of Hawthorne, Nevada"
2020-05-19T07:35:32.950Z,38.1693,-117.8342,"54km WNW of Tonopah, Nevada"
2020-05-19T07:35:01.505Z,62.1879,-151.0981,"53km WSW of Talkeetna, Alaska"
2020-05-19T07:27:37.370Z,38.1875,-117.8253,"53km WNW of Tonopah, Nevada"
2020-05-19T07:24:02.610Z,38.1221,-118.099,"64km SE of Hawthorne, Nevada"
2020-05-19T07:19:00.516Z,5.8942,-77.4613,"29km NW of Nuqui, Colombia"
2020-05-19T07:18:13.840Z,38.1513,-118.038,"65km SE of Hawthorne, Nevada"
2020-05-19T07:15:39.200Z,32.4104996,-115.2156677,"6km NNW of Delta, B.C., MX"
2020-05-19T07:13:49.990Z,38.1735,-117.8403,"54km WNW of Tonopah, Nevada"
2020-05-19T07:13:09.350Z,32.4081667,-115.219,"6km NNW of Delta, B.C., MX"
2020-05-19T07:10:48.360Z,40.1303329,-123.7868347,"3km ENE of Redway, CA"
2020-05-19T07:10:45.960Z,38.1478,-118.0357,"66km SE of Hawthorne, Nevada"
2020-05-19T07:10:40.700Z,42.03783333,-124.9718333,"56km W of Brookings, Oregon"
2020-05-19T07:10:10.625Z,40.8583,-127.3275,"260km W of Ferndale, California"
2020-05-19T07:05:29.860Z,38.2335,-117.7618,"50km WNW of Tonopah, Nevada"
2020-05-19T07:03:19.750Z,38.2283,-117.7777,"52km WNW of Tonopah, Nevada"
2020-05-19T07:02:01.590Z,38.0639992,-118.7338333,"29km SE of Bodie, CA"
2020-05-19T07:00:43.730Z,44.7906667,-111.0343333,"15km NNE of West Yellowstone, Montana"
2020-05-19T06:57:50.730Z,38.1335,-118.067,"65km SE of Hawthorne, Nevada"
2020-05-19T06:53:56.070Z,37.6351662,-119.4161682,"18km SE of Yosemite Valley, CA"
2020-05-19T06:53:03.140Z,38.1895,-117.8932,"59km WNW of Tonopah, Nevada"
2020-05-19T06:49:08.570Z,38.1615,-117.8313,"53km WNW of Tonopah, Nevada"
2020-05-19T06:41:47.450Z,35.7328333,-117.563,"15km WSW of Searles Valley, CA"
2020-05-19T06:39:21.007Z,38.1517,-117.9967,"67km W of Tonopah, Nevada"
2020-05-19T06:38:08.410Z,38.1418,-118.0832,"63km SE of Hawthorne, Nevada"
2020-05-19T06:36:43.610Z,38.1758,-117.8647,"56km WNW of Tonopah, Nevada"
2020-05-19T06:36:20.929Z,61.881,-151.08,"56km WNW of Willow, Alaska"
2020-05-19T06:34:37.690Z,44.7898333,-110.8165,"26km ENE of West Yellowstone, Montana"
2020-05-19T06:33:55.310Z,38.152,-117.9323,"62km W of Tonopah, Nevada"
2020-05-19T06:32:43.810Z,36.5813332,-121.1764984,"6km NNW of Pinnacles, CA"
2020-05-19T06:21:37.020Z,38.7978325,-122.75,"2km NNE of The Geysers, CA"
2020-05-19T06:19:32.053Z,38.1572,-117.9444,"63km W of Tonopah, Nevada"
2020-05-19T06:19:08.700Z,38.1617,-117.9188,"61km W of Tonopah, Nevada"
2020-05-19T06:17:39.920Z,38.1997,-117.8595,"57km WNW of Tonopah, Nevada"
2020-05-19T06:05:39.280Z,38.1675,-117.8318,"53km WNW of Tonopah, Nevada"
2020-05-19T06:02:16.830Z,38.063,-118.7705,"45km ESE of Bridgeport, California"
2020-05-19T05:59:47.432Z,60.2546,-152.4746,"29km SSE of Redoubt Volcano, Alaska"
2020-05-19T05:58:55.290Z,38.1327,-118.0983,"63km SE of Hawthorne, Nevada"
2020-05-19T05:53:22.880Z,38.1918,-117.9583,"65km WNW of Tonopah, Nevada"
2020-05-19T05:48:29.980Z,36.338,-97.61116667,"24km ESE of Enid, Oklahoma"
2020-05-19T05:47:05.600Z,38.1802,-117.8642,"57km WNW of Tonopah, Nevada"
2020-05-19T05:43:35.910Z,19.2070007,-155.3959961,"8km E of Pahala, Hawaii"
2020-05-19T05:42:31.150Z,37.1108322,-121.2608337,"28km SW of Gustine, CA"
2020-05-19T05:42:08.559Z,38.185,-117.7824,"50km WNW of Tonopah, Nevada"
2020-05-19T05:40:05.300Z,38.1767,-117.9347,"62km WNW of Tonopah, Nevada"
2020-05-19T05:32:18.078Z,38.1609,-117.9305,"59km WNW of Tonopah, Nevada"
2020-05-19T05:23:36.460Z,38.1717,-117.774,"49km WNW of Tonopah, Nevada"
2020-05-19T05:22:05.900Z,38.1722,-117.9915,"67km SE of Hawthorne, Nevada"
2020-05-19T05:15:39.090Z,17.9318,-66.6286,"8km SSW of Ponce, Puerto Rico"
2020-05-19T05:15:38.851Z,17.9093,-66.6329,"11km S of Ponce, Puerto Rico"
2020-05-19T05:12:00.690Z,39.2535019,-123.2146683,"2km SW of Redwood Valley, CA"
2020-05-19T05:10:26.760Z,38.1627,-118.0087,"67km SE of Hawthorne, Nevada"
2020-05-19T05:08:44.354Z,38.1455,-117.9898,"67km W of Tonopah, Nevada"
2020-05-19T05:08:16.839Z,36.87416667,-97.45,"16km WNW of Blackwell, Oklahoma"
2020-05-19T05:01:33.250Z,38.1757,-117.8525,"53km WNW of Tonopah, Nevada"
2020-05-19T04:55:58.920Z,38.1462,-117.9608,"64km W of Tonopah, Nevada"
2020-05-19T04:53:04.870Z,33.5251667,-116.776,"10km WSW of Anza, CA"
2020-05-19T04:52:46.510Z,38.186,-117.7762,"49km WNW of Tonopah, Nevada"
2020-05-19T04:51:56.210Z,38.2173,-117.7487,"48km WNW of Tonopah, Nevada"
2020-05-19T04:47:25.400Z,38.1168,-118.0017,"67km W of Tonopah, Nevada"
2020-05-19T04:42:28.320Z,39.4083333,-110.3063333,"18km SSE of East Carbon City, Utah"
2020-05-19T04:38:56.420Z,38.1247,-118.0443,"67km SE of Hawthorne, Nevada"
2020-05-19T04:37:33.090Z,38.1697,-117.9557,"64km W of Tonopah, Nevada"
2020-05-19T04:36:35.600Z,38.1895,-117.8765,"58km WNW of Tonopah, Nevada"
2020-05-19T04:35:14.260Z,38.1208,-117.9055,"59km W of Tonopah, Nevada"
2020-05-19T04:34:42.270Z,38.1248,-118.078,"65km SE of Hawthorne, Nevada"
2020-05-19T04:27:32.200Z,38.1692,-117.8757,"57km WNW of Tonopah, Nevada"
2020-05-19T04:23:49.063Z,34.1655,25.5589,"95km S of Ierapetra, Greece"
2020-05-19T04:20:25.460Z,38.1577,-117.8777,"57km W of Tonopah, Nevada"
2020-05-19T04:18:59.165Z,63.4505,-149.7134,"38km W of Cantwell, Alaska"
2020-05-19T04:18:10.630Z,38.1797,-117.8435,"55km WNW of Tonopah, Nevada"
2020-05-19T04:17:58.630Z,40.3893318,-124.6829987,"34km WNW of Petrolia, CA"
2020-05-19T04:15:44.322Z,34.3574,25.5275,"74km SSW of Ierapetra, Greece"
2020-05-19T04:13:00.140Z,36.2467,137.6936,"19km WSW of Hotaka, Japan"
2020-05-19T04:10:52.600Z,38.1697,-117.9482,"63km W of Tonopah, Nevada"
2020-05-19T04:09:26.230Z,38.154,-117.9462,"63km W of Tonopah, Nevada"
2020-05-19T04:06:34.170Z,38.1935,-117.8475,"55km WNW of Tonopah, Nevada"
2020-05-19T04:06:11.910Z,35.3860016,-120.8311691,"3km NE of Morro Bay, CA"
2020-05-19T04:02:59.020Z,38.1713,-117.8742,"57km WNW of Tonopah, Nevada"
2020-05-19T03:57:12.450Z,38.1312,-117.9993,"67km W of Tonopah, Nevada"
2020-05-19T03:49:30.700Z,38.1848,-117.7672,"48km WNW of Tonopah, Nevada"
2020-05-19T03:45:57.420Z,35.5521667,-118.3366667,"14km ESE of Lake Isabella, CA"
2020-05-19T03:43:22.820Z,38.1443,-117.8902,"57km W of Tonopah, Nevada"
2020-05-19T03:36:29.720Z,19.2198334,-155.3968353,"8km E of Pahala, Hawaii"
2020-05-19T03:33:23.970Z,38.125,-118.0827,"64km SE of Hawthorne, Nevada"
2020-05-19T03:30:02.180Z,61.2663,-150.553,"35km W of Anchorage, Alaska"
2020-05-19T03:28:53.447Z,38.1555,-118.0147,"67km SE of Hawthorne, Nevada"
2020-05-19T03:24:29.340Z,36.5473328,-121.1226654,"2km NE of Pinnacles, CA"
2020-05-19T03:21:00.130Z,38.8388329,-122.7808304,"5km WNW of Cobb, CA"
2020-05-19T03:17:59.490Z,38.143,-117.9712,"65km W of Tonopah, Nevada"
2020-05-19T03:17:14.460Z,33.7693333,-116.1076667,"11km ENE of Indio, CA"
2020-05-19T03:17:13.112Z,37.6374,141.3135,"32km ENE of Namie, Japan"
2020-05-19T03:14:11.250Z,19.1976662,-155.385498,"9km E of Pahala, Hawaii"
2020-05-19T03:13:51.040Z,38.1388,-117.9773,"66km W of Tonopah, Nevada"
2020-05-19T03:11:18.210Z,38.8263321,-122.8089981,"7km NW of The Geysers, CA"
2020-05-19T03:05:40.010Z,36.8562,-116.2048,"49km E of Beatty, Nevada"
2020-05-19T02:55:07.475Z,38.1621,-117.9316,"62km WNW of Tonopah, Nevada"
2020-05-19T02:53:33.040Z,33.6823333,-117.9551667,"3km S of Fountain Valley, CA"
2020-05-19T02:51:59.940Z,38.1338,-118.0702,"65km SE of Hawthorne, Nevada"
2020-05-19T02:50:27.010Z,38.2348,-117.781,"51km WNW of Tonopah, Nevada"
2020-05-19T02:49:04.240Z,37.642334,-119.418335,"18km SE of Yosemite Valley, CA"
2020-05-19T02:48:48.403Z,34.0341,25.495,"110km SSW of Ierapetra, Greece"
2020-05-19T02:44:48.910Z,38.1827,-117.7507,"47km WNW of Tonopah, Nevada"
2020-05-19T02:44:18.024Z,34.2114,25.6027,"89km S of Ierapetra, Greece"
2020-05-19T02:41:15.510Z,38.189,-117.8637,"57km WNW of Tonopah, Nevada"
2020-05-19T02:37:41.388Z,60.4447,-152.3588,"21km ESE of Redoubt Volcano, Alaska"
2020-05-19T02:32:57.210Z,38.1218,-118.0275,"68km SE of Hawthorne, Nevada"
2020-05-19T02:24:15.240Z,38.187,-117.9025,"60km WNW of Tonopah, Nevada"
2020-05-19T02:20:54.040Z,38.1755,-117.8627,"56km WNW of Tonopah, Nevada"
2020-05-19T02:13:33.249Z,38.1567,-117.9561,"65km W of Tonopah, Nevada"
2020-05-19T02:10:23.200Z,38.1818,-117.8997,"60km WNW of Tonopah, Nevada"
2020-05-19T02:09:28.010Z,38.1173,-118.0417,"68km SE of Hawthorne, Nevada"
2020-05-19T02:03:24.020Z,38.1962,-117.8998,"60km WNW of Tonopah, Nevada"
2020-05-19T01:55:32.010Z,38.2365,-117.7835,"52km WNW of Tonopah, Nevada"
2020-05-19T01:54:29.110Z,35.9535,-117.3398333,"21km N of Trona, CA"
2020-05-19T01:52:52.750Z,38.143,-118.0452,"66km SE of Hawthorne, Nevada"
2020-05-19T01:40:21.574Z,38.1609,-117.9308,"62km W of Tonopah, Nevada"
2020-05-19T01:40:09.970Z,40.7521667,-112.0473333,"6km NE of Magna, Utah"
2020-05-19T01:35:53.455Z,60.8699,-152.548,"44km NNE of Redoubt Volcano, Alaska"
2020-05-19T01:35:33.990Z,38.1615,-117.7777,"49km WNW of Tonopah, Nevada"
2020-05-19T01:31:40.090Z,35.9581667,-117.3721667,"21km N of Searles Valley, CA"
2020-05-19T01:29:28.840Z,38.1862,-117.8782,"58km WNW of Tonopah, Nevada"
2020-05-19T01:27:40.250Z,40.751,-112.0478333,"6km NE of Magna, Utah"
2020-05-19T01:27:04.320Z,38.1652,-117.7842,"49km WNW of Tonopah, Nevada"
2020-05-19T01:26:21.450Z,38.2203,-117.7407,"47km WNW of Tonopah, Nevada"
2020-05-19T01:14:06.333Z,38.1896,-117.7501,"47km WNW of Tonopah, Nevada"
2020-05-19T01:10:00.840Z,38.1722,-117.7927,"50km WNW of Tonopah, Nevada"
2020-05-19T01:06:36.490Z,38.1993,-117.767,"49km WNW of Tonopah, Nevada"
2020-05-19T01:01:32.940Z,33.488,-116.7981667,"8km NE of Aguanga, CA"
2020-05-19T01:00:56.174Z,38.1405,-118.0018,"68km W of Tonopah, Nevada"
2020-05-19T00:58:34.180Z,19.1476669,-155.4823303,"6km S of Pahala, Hawaii"
2020-05-19T00:56:13.355Z,60.147,-152.6894,"37km S of Redoubt Volcano, Alaska"
2020-05-19T00:55:31.540Z,38.1963,-117.7915,"51km WNW of Tonopah, Nevada"
2020-05-19T00:49:00.260Z,35.6196667,-117.4605,"17km SSW of Searles Valley, CA"
2020-05-19T00:47:58.910Z,38.1695,-117.7632,"48km WNW of Tonopah, Nevada"
2020-05-19T00:35:38.630Z,38.1925,-117.8537,"56km WNW of Tonopah, Nevada"
2020-05-19T00:35:20.509Z,34.1941,25.629,"91km S of Ierapetra, Greece"
2020-05-19T00:28:15.780Z,36.8638,-116.1938,"50km E of Beatty, Nevada"
2020-05-19T00:14:29.630Z,38.1818,-117.8558,"56km WNW of Tonopah, Nevada"
2020-05-19T00:14:17.790Z,33.0133333,-116.026,"18km SE of Ocotillo Wells, CA"
2020-05-19T00:12:43.396Z,38.1759,-117.8185,"52km WNW of Tonopah, Nevada"
2020-05-19T00:11:49.580Z,36.1341667,-117.8665,"12km NE of Coso Junction, CA"
2020-05-19T00:09:39.034Z,38.1965,-117.7213,"48km WNW of Tonopah, Nevada"
2020-05-19T00:06:23.990Z,38.172,-117.7958,"50km WNW of Tonopah, Nevada"
2020-05-19T00:06:21.320Z,17.9465,-66.8853,"3km SE of Guanica, Puerto Rico"
2020-05-19T00:03:41.426Z,38.2045,-117.7647,"49km WNW of Tonopah, Nevada"
2020-05-19T00:02:41.721Z,34.1771,25.568,"93km S of Ierapetra, Greece"
2020-05-18T23:59:07.450Z,38.2198,-117.9335,"63km WNW of Tonopah, Nevada"
2020-05-18T23:55:38.930Z,38.2098,-117.7928,"51km WNW of Tonopah, Nevada"
2020-05-18T23:54:49.237Z,38.1207,-118.0211,"69km SE of Hawthorne, Nevada"
2020-05-18T23:49:49.030Z,19.2346667,-155.4003333,"9km NE of Pahala, Hawaii"
2020-05-18T23:43:28.380Z,38.2152,-117.7942,"52km WNW of Tonopah, Nevada"
2020-05-18T23:40:51.091Z,38.1938,-117.7705,"49km WNW of Tonopah, Nevada"
